Date,Open,High,Low,Close,Adj Close,Volume
2012-07-26,270.875000,270.875000,262.705994,265.625000,145.968506,1385896
2012-07-27,270.138000,270.600006,263.894012,268.605988,147.606644,693312
2012-07-30,269.406006,276.875000,269.406006,276.181000,151.769333,668504
2012-07-31,276.250000,279.037994,273.138000,278.424988,153.002487,690920
2012-08-01,278.625000,278.980988,275.250000,277.381012,152.428787,412256
2012-08-02,276.875000,278.500000,274.625000,275.730988,151.522034,252880
2012-08-03,274.750000,277.500000,273.263000,276.162994,151.759415,450384
2012-08-06,277.000000,279.125000,275.937988,276.694000,152.051254,282392
2012-08-07,278.250000,283.562012,278.024994,281.962006,154.946152,740696
2012-08-08,283.500000,286.375000,282.394012,285.237000,156.745850,1002288
2012-08-09,285.750000,288.743988,283.888000,284.875000,156.546921,603808
2012-08-10,284.500000,290.000000,283.125000,289.144012,158.892868,630184
2012-08-13,287.750000,291.250000,287.519012,289.862000,159.287415,368304
2012-08-14,289.000000,291.750000,286.250000,291.243988,160.046906,421000
2012-08-16,291.243988,291.243988,287.774994,289.281006,158.968170,321144
2012-08-17,290.000000,294.375000,289.718994,293.924988,161.520157,767464
2012-08-21,295.250000,304.843994,295.250000,300.881012,165.342682,1292536
2012-08-22,300.750000,304.500000,299.087006,303.674988,166.878067,745104
2012-08-23,304.250000,309.725006,302.899994,308.937988,169.770248,850928
2012-08-24,306.125000,307.381012,304.674988,305.669006,167.973816,487848
2012-08-27,302.899994,305.750000,300.730988,301.319000,165.583359,343544
2012-08-28,299.931000,306.187988,299.931000,302.924988,166.465881,613928
2012-08-29,302.625000,302.625000,297.944000,298.712006,164.150772,376144
2012-08-30,297.875000,300.475006,296.250000,298.875000,164.240311,492920
2012-08-31,298.625000,298.750000,295.031006,296.656006,163.020920,408808
2012-09-03,296.375000,299.955994,295.412994,296.194000,162.767029,420440
2012-09-04,295.750000,296.250000,292.850006,295.299988,162.275757,307496
2012-09-05,293.500000,294.487000,288.750000,292.306000,160.630463,543240
2012-09-06,293.750000,303.250000,293.625000,302.774994,166.383453,1043608
2012-09-07,305.875000,311.243988,305.875000,310.375000,170.559891,779616
2012-09-08,null,null,null,null,null,null
2012-09-10,311.875000,315.993988,309.794006,313.875000,172.483246,874288
2012-09-11,312.125000,316.906006,310.000000,316.087006,173.698792,645776
2012-09-12,316.837006,318.750000,315.212006,317.112000,174.262085,601640
2012-09-13,317.125000,320.125000,314.787994,318.993988,175.296280,539456
2012-09-14,322.875000,330.306000,322.875000,329.100006,180.849823,1417216
2012-09-17,330.875000,331.000000,318.381012,320.325012,176.027710,764000
2012-09-18,321.500000,327.437988,321.500000,324.955994,178.572571,531712
2012-09-20,320.125000,330.250000,319.330994,326.944000,179.665070,600144
2012-09-21,327.493988,331.080994,323.437988,324.330994,178.229095,779184
2012-09-24,324.330994,326.000000,321.875000,325.049988,178.624222,448224
2012-09-25,323.625000,326.250000,323.500000,324.506012,178.325256,338304
2012-09-26,322.769012,324.862000,321.125000,323.350006,177.690002,332336
2012-09-27,323.875000,325.000000,316.631012,318.587006,175.072632,447960
2012-09-28,321.125000,322.375000,316.024994,316.750000,174.063156,530968
2012-10-01,318.513000,327.500000,318.513000,326.138000,179.222092,572136
2012-10-03,325.024994,327.375000,320.281006,322.319000,177.123474,598920
2012-10-04,321.394012,324.181000,319.656006,321.924988,176.906952,643080
2012-10-05,321.500000,323.000000,295.799988,315.987000,173.643829,758096
2012-10-08,315.500000,317.875000,309.531006,311.362000,171.102310,829352
2012-10-09,312.781006,318.500000,310.506012,317.118988,174.265900,582272
2012-10-10,313.500000,315.962006,311.500000,313.031006,172.019470,538192
2012-10-11,311.437988,322.118988,310.250000,316.431000,173.887848,1504832
2012-10-12,293.750000,305.850006,289.625000,299.455994,164.559616,10972624
2012-10-15,298.250000,301.694000,294.375000,295.712006,162.502167,1965680
2012-10-16,296.500000,298.625000,293.375000,294.306000,161.729507,1201464
2012-10-17,296.375000,297.218994,294.638000,295.968994,162.643402,570416
2012-10-18,295.875000,299.194000,293.125000,296.975006,171.908752,1001200
2012-10-19,297.031006,299.475006,296.006012,297.912994,172.451691,1138496
2012-10-22,296.875000,299.787994,296.256012,298.274994,172.661224,601480
2012-10-23,295.750000,297.212006,293.330994,294.037994,170.208588,1627488
2012-10-25,293.250000,294.375000,291.455994,293.118988,169.676620,2422256
2012-10-29,290.875000,292.612000,288.462006,291.787994,168.906174,566248
2012-10-30,290.875000,295.618988,290.875000,294.669006,170.573868,598008
2012-10-31,292.899994,296.750000,292.899994,295.437988,171.019028,1147040
2012-11-01,295.000000,295.625000,292.681000,295.350006,170.968094,402264
2012-11-02,295.612000,300.544006,295.612000,298.644012,172.874908,688128
2012-11-05,297.524994,299.250000,296.250000,297.337006,172.118286,371328
2012-11-06,297.500000,300.743988,296.500000,297.987000,172.494537,3088896
2012-11-07,297.750000,301.549988,296.955994,299.899994,173.601913,381688
2012-11-08,297.000000,297.875000,295.562012,296.850006,171.836365,466408
2012-11-09,295.625000,295.625000,293.138000,293.644012,169.980530,417272
2012-11-11,null,null,null,null,null,null
2012-11-12,294.375000,296.000000,291.888000,295.049988,170.794373,3577472
2012-11-15,291.625000,292.500000,284.862000,286.763000,165.997314,639136
2012-11-16,287.500000,298.230988,286.375000,292.730988,169.451996,889064
2012-11-19,293.250000,297.450012,292.218994,294.987000,170.757935,499216
2012-11-20,296.625000,296.737000,289.350006,290.674988,168.261887,540448
2012-11-21,291.250000,295.625000,290.200012,293.544006,169.922638,435344
2012-11-22,293.750000,299.125000,291.955994,298.093994,172.556473,605520
2012-11-23,296.875000,299.819000,294.575012,297.000000,171.923187,388696
2012-11-26,298.763000,302.500000,298.763000,302.075012,174.860962,343544
2012-11-27,302.506012,309.625000,302.075012,308.644012,178.663544,767472
2012-11-29,304.750000,307.875000,303.205994,305.605988,176.904877,434712
2012-11-30,305.625000,309.381012,303.263000,304.575012,176.308136,406128
2012-12-03,305.250000,306.625000,302.919006,304.500000,176.264694,323584
2012-12-04,303.750000,305.625000,302.000000,303.662994,175.780167,296184
2012-12-05,303.125000,303.493988,296.125000,297.787994,172.379364,1076904
2012-12-06,298.537994,299.750000,289.437988,292.312012,169.209473,1137336
2012-12-07,291.875000,293.730988,288.875000,289.962006,167.849136,927752
2012-12-10,288.875000,293.062012,287.250000,288.700012,167.118607,727616
2012-12-11,289.750000,292.000000,285.513000,286.763000,165.997314,744040
2012-12-12,288.131012,290.375000,285.875000,287.362000,166.344101,1244936
2012-12-13,287.662994,289.187988,284.375000,285.375000,165.193893,565328
2012-12-14,284.250000,286.931000,283.381012,284.656006,164.777725,479000
2012-12-17,284.612000,286.500000,282.019012,283.069000,163.859039,517048
2012-12-18,283.000000,284.375000,280.638000,283.825012,164.296646,543080
2012-12-19,284.000000,287.431000,283.875000,286.919006,166.087662,549568
2012-12-20,287.500000,288.756012,285.024994,287.350006,166.337158,635224
2012-12-21,286.899994,290.174988,285.537994,286.562012,165.881027,472104
2012-12-24,287.631012,290.987000,287.631012,289.868988,167.795334,309840
2012-12-26,290.125000,291.455994,288.105988,288.912994,167.241913,295440
2012-12-27,290.625000,291.156006,284.644012,285.855988,165.472351,319936
2012-12-28,287.500000,290.250000,286.274994,289.799988,167.755386,390456
2012-12-31,289.799988,290.625000,287.975006,289.812012,167.762329,592744
2013-01-01,290.638000,291.144012,287.875000,288.537994,167.024841,265648
2013-01-02,289.375000,291.169006,287.855988,288.450012,166.973923,361304
2013-01-03,289.750000,293.100006,288.799988,292.037994,169.050903,614552
2013-01-04,293.250000,294.350006,291.649994,293.537994,169.919159,731112
2013-01-07,293.500000,297.500000,292.087006,296.837006,171.828873,626968
2013-01-08,295.625000,296.000000,290.274994,292.649994,169.405136,718744
2013-01-09,293.743988,295.250000,290.343994,291.024994,168.464493,389816
2013-01-10,291.250000,292.750000,288.625000,290.044006,167.896606,844384
2013-01-11,313.487000,340.000000,313.487000,339.075012,196.278976,12975904
2013-01-14,340.937988,354.375000,340.937988,350.906006,203.127594,5705880
2013-01-15,350.875000,351.250000,346.806000,348.743988,201.876038,1717928
2013-01-16,347.250000,348.750000,344.125000,346.381012,200.508194,768576
2013-01-17,347.888000,350.750000,347.500000,349.524994,202.328156,1393336
2013-01-18,349.750000,350.944000,347.144012,348.725006,201.865021,566696
2013-01-21,345.625000,351.250000,345.625000,349.750000,202.458344,568424
2013-01-22,348.281006,349.743988,347.149994,347.937988,201.409470,383072
2013-01-23,347.075012,349.625000,346.881012,348.605988,201.796143,502616
2013-01-24,350.656006,353.312012,348.750000,349.638000,202.393555,1161688
2013-01-25,350.625000,352.875000,349.000000,351.830994,203.663010,496000
2013-01-28,350.888000,353.487000,350.000000,351.256012,203.330109,742992
2013-01-29,350.125000,353.000000,348.593994,349.799988,202.487274,439528
2013-01-30,349.763000,351.230988,347.750000,349.062012,202.060120,480184
2013-01-31,348.750000,350.625000,346.250000,348.593994,201.789185,551144
2013-02-01,348.625000,349.975006,343.962006,346.368988,200.501221,553496
2013-02-04,347.125000,348.062012,343.312012,345.294006,199.878983,414152
2013-02-05,343.774994,347.500000,343.774994,344.756012,199.567505,271056
2013-02-06,346.506012,347.500000,344.250000,346.799988,200.750732,207592
2013-02-07,347.812012,349.750000,347.319000,348.725006,201.865021,597528
2013-02-08,348.625000,351.819000,346.600006,348.537994,201.756775,643512
2013-02-11,350.000000,351.625000,348.087006,348.830994,201.926422,788536
2013-02-12,346.875000,346.881012,342.875000,344.330994,199.321564,173040
2013-02-13,343.750000,349.600006,342.500000,348.662994,201.829147,485264
2013-02-14,348.894012,353.125000,348.894012,351.618988,203.540283,616920
2013-02-15,348.500000,350.855988,346.269012,348.149994,201.532166,210664
2013-02-18,348.462006,348.462006,345.375000,347.069000,200.906418,117896
2013-02-19,347.250000,353.125000,345.649994,352.375000,203.977905,293472
2013-02-20,352.500000,353.750000,350.993988,352.480988,204.039246,403568
2013-02-21,349.375000,352.455994,349.125000,350.843994,203.091675,516696
2013-02-22,349.875000,356.875000,349.875000,354.569000,205.247986,1191824
2013-02-25,358.131012,365.500000,357.794006,364.649994,211.083466,1730664
2013-02-26,364.125000,371.250000,363.625000,370.013000,214.187973,1363880
2013-02-27,368.687988,368.687988,362.830994,364.225006,210.837448,539728
2013-02-28,364.000000,366.875000,360.750000,363.250000,210.273071,482512
2013-03-01,361.250000,370.000000,360.375000,363.556000,210.450211,405624
2013-03-04,364.500000,367.625000,359.149994,362.875000,210.056000,779608
2013-03-05,364.750000,367.375000,364.075012,365.118988,211.354950,451536
2013-03-06,367.500000,371.787994,366.312012,370.806000,214.646973,967376
2013-03-07,372.500000,376.250000,372.000000,375.593994,217.418594,1402424
2013-03-08,373.500000,373.750000,369.687988,371.274994,214.918411,464616
2013-03-11,372.500000,373.625000,366.312012,368.218994,213.149445,324224
2013-03-12,366.750000,368.093994,364.125000,364.700012,211.112411,413456
2013-03-13,362.375000,362.375000,356.862000,357.806000,207.121689,372984
2013-03-14,359.125000,361.250000,355.388000,359.362000,208.022415,550616
2013-03-15,358.674988,363.843994,358.674988,360.462006,208.659164,530288
2013-03-18,359.250000,361.250000,356.625000,357.674988,207.045883,221648
2013-03-19,358.750000,360.837006,355.375000,357.056000,206.687546,278360
2013-03-20,357.500000,359.375000,353.625000,358.656006,207.613785,237320
2013-03-21,360.412994,361.612000,358.000000,359.562012,208.138184,503008
2013-03-22,356.250000,359.250000,353.756012,357.575012,206.988037,402936
2013-03-25,351.875000,358.112000,351.875000,356.674988,206.467010,529856
2013-03-26,355.250000,358.500000,354.131012,356.787994,206.532410,198864
2013-03-28,357.781006,363.625000,357.618988,361.237000,209.107819,943976
2013-04-01,362.894012,369.200012,362.894012,367.906006,212.968277,642856
2013-04-02,366.625000,373.362000,364.881012,371.269012,214.915054,512352
2013-04-03,368.125000,374.375000,368.125000,370.500000,214.469879,308816
2013-04-04,368.750000,369.375000,359.218994,360.355988,208.597809,398464
2013-04-05,359.125000,362.169006,356.375000,357.980988,207.223007,296136
2013-04-08,356.375000,358.825012,353.625000,354.144012,205.001953,218000
2013-04-09,354.987000,354.987000,344.444000,345.794006,200.168365,442624
2013-04-10,350.037994,353.375000,347.250000,351.656006,203.561707,674672
2013-04-11,357.625000,366.662994,354.381012,364.730988,211.130371,1197120
2013-04-12,328.263000,328.263000,283.500000,286.931000,166.094589,15443656
2013-04-15,286.250000,294.368988,275.750000,291.743988,168.880661,7881008
2013-04-16,290.500000,290.612000,285.924988,286.743988,165.986328,1740480
2013-04-17,288.750000,288.894012,281.263000,285.230988,165.110504,2257208
2013-04-18,284.875000,290.250000,284.875000,286.924988,166.091125,1605464
2013-04-22,287.125000,287.500000,278.000000,280.556000,162.404312,2429360
2013-04-23,280.875000,284.000000,280.625000,282.763000,163.681854,899608
2013-04-25,282.500000,282.500000,277.750000,278.381012,161.145294,3432120
2013-04-26,278.105988,279.850006,275.187988,276.537994,160.078461,1818536
2013-04-29,276.125000,281.125000,273.750000,278.631012,161.290054,2930960
2013-04-30,279.862000,280.375000,277.825012,279.306000,161.680756,878736
2013-05-02,279.862000,286.250000,279.812012,285.862000,165.475754,869912
2013-05-03,287.125000,290.237000,285.080994,288.475006,166.988373,1138880
2013-05-06,289.375000,293.125000,289.375000,292.674988,169.419617,468272
2013-05-07,293.750000,294.375000,290.625000,293.575012,169.940613,1150336
2013-05-08,295.500000,296.750000,292.287994,293.819000,170.081833,734480
2013-05-09,293.250000,296.112000,293.250000,294.987000,170.757935,359632
2013-05-10,295.500000,298.125000,294.750000,296.343994,171.543457,395280
2013-05-13,293.906006,295.000000,291.437988,292.544006,169.343765,528080
2013-05-14,292.500000,296.225006,292.500000,293.950012,170.157684,244576
2013-05-15,293.750000,296.375000,293.325012,295.024994,170.779938,439184
2013-05-16,295.000000,295.044006,289.419006,291.519012,168.750427,508288
2013-05-17,291.875000,296.118988,291.875000,293.850006,170.099762,434544
2013-05-20,292.031006,297.774994,292.031006,296.950012,171.894287,716920
2013-05-21,296.737000,301.850006,295.787994,299.681000,173.475113,603128
2013-05-22,299.388000,303.968994,297.306000,298.544006,172.816956,669072
2013-05-23,296.750000,302.250000,294.375000,294.862000,170.685562,428688
2013-05-24,295.000000,297.725006,291.881012,293.362000,169.817276,244048
2013-05-27,293.181000,297.500000,291.350006,295.794006,171.225082,411048
2013-05-28,295.750000,297.375000,294.437988,295.794006,171.225082,253992
2013-05-29,295.750000,298.819000,291.718994,293.812012,170.077774,331824
2013-05-30,292.125000,293.562012,289.468994,292.769012,186.623901,833352
2013-05-31,293.750000,302.500000,293.524994,300.950012,191.838898,715664
2013-06-03,315.600006,328.112000,309.544006,314.243988,200.313019,3921880
2013-06-04,311.212006,314.862000,308.000000,311.881012,198.806732,1026480
2013-06-05,310.000000,311.294006,306.737000,307.763000,196.181732,482920
2013-06-06,306.388000,306.531006,301.875000,303.437988,193.424820,485584
2013-06-07,303.500000,309.237000,302.500000,305.862000,194.969955,467552
2013-06-10,307.725006,312.230988,307.500000,310.881012,198.169296,357200
2013-06-11,311.250000,314.250000,308.131012,309.243988,197.125793,490840
2013-06-12,308.112000,313.125000,301.638000,302.993988,193.141769,470960
2013-06-13,302.625000,303.306000,296.899994,297.388000,189.568253,350400
2013-06-14,297.656006,301.125000,297.006012,299.368988,190.831055,386792
2013-06-17,300.875000,303.368988,299.388000,302.681000,192.942215,244616
2013-06-18,303.750000,307.500000,303.325012,305.950012,195.026093,298104
2013-06-19,305.625000,306.000000,300.919006,304.750000,194.261108,357512
2013-06-20,302.593994,305.931000,292.875000,295.862000,188.595505,558592
2013-06-21,296.250000,303.750000,296.250000,302.394012,192.759338,473000
2013-06-24,301.000000,301.250000,294.000000,297.531006,189.659393,446976
2013-06-25,297.250000,298.250000,293.319000,297.250000,189.480301,720440
2013-06-26,298.750000,301.500000,296.519012,299.694000,191.038254,269512
2013-06-27,301.500000,312.031006,301.500000,309.618988,197.364838,757096
2013-06-28,311.000000,312.500000,303.250000,311.656006,198.663315,633528
2013-07-01,307.500000,310.000000,305.037994,305.944000,195.022232,265544
2013-07-02,305.125000,308.000000,300.263000,300.694000,191.675690,331208
2013-07-03,299.875000,306.375000,299.105988,300.662994,191.655899,410464
2013-07-04,302.500000,308.737000,302.500000,307.562012,196.053635,838880
2013-07-05,308.725006,310.125000,304.787994,306.806000,195.571655,471440
2013-07-08,309.381012,312.174988,307.531006,308.962006,196.946045,353192
2013-07-09,309.625000,314.000000,309.625000,311.962006,198.858353,906088
2013-07-10,313.125000,315.000000,311.781006,312.625000,199.281006,625688
2013-07-11,316.287994,320.431000,313.287994,315.843994,201.332886,967816
2013-07-12,347.424988,363.125000,343.625000,350.343994,223.324768,6760208
2013-07-15,348.912994,348.912994,341.131012,342.730988,218.471893,1323688
2013-07-16,337.513000,346.118988,336.250000,341.306000,217.563553,504248
2013-07-17,341.306000,344.362000,341.306000,343.787994,219.145691,573272
2013-07-18,343.750000,352.205994,342.500000,349.937988,223.065948,1099280
2013-07-19,350.625000,357.987000,347.125000,355.725006,226.754807,1547296
2013-07-22,353.549988,362.000000,353.125000,359.455994,229.133102,889736
2013-07-23,360.125000,364.431000,360.125000,362.605988,231.141068,596448
2013-07-24,360.962006,365.625000,360.000000,363.450012,231.679108,489472
2013-07-25,362.500000,368.138000,362.500000,364.487000,232.340149,744008
2013-07-26,366.250000,368.750000,361.013000,364.437988,232.308899,652864
2013-07-29,362.750000,367.862000,362.750000,365.093994,232.727051,568408
2013-07-30,366.250000,371.250000,366.250000,369.462006,235.511475,617872
2013-07-31,370.125000,373.725006,366.225006,370.894012,236.424255,464936
2013-08-01,372.125000,374.125000,369.519012,371.962006,237.105042,839992
2013-08-02,372.625000,377.493988,372.625000,375.837006,239.575150,1248824
2013-08-05,375.000000,378.125000,374.625000,375.931000,239.635071,1276640
2013-08-06,376.062012,376.125000,369.000000,373.263000,237.934341,661488
2013-08-07,372.500000,375.000000,368.399994,369.431000,235.491699,980400
2013-08-08,367.375000,371.975006,367.000000,370.138000,235.942337,518728
2013-08-12,371.250000,377.149994,370.625000,375.656006,239.459793,720704
2013-08-13,375.625000,387.299988,375.500000,385.612000,245.806137,1046048
2013-08-14,382.500000,386.687988,380.149994,383.725006,244.603333,337624
2013-08-16,376.875000,379.544006,370.756012,371.825012,237.017700,346240
2013-08-19,371.906006,378.125000,369.000000,375.681000,239.475677,561712
2013-08-20,376.125000,377.250000,373.406006,375.888000,239.607651,416392
2013-08-21,375.549988,375.549988,365.375000,369.169006,235.324661,370072
2013-08-22,372.031006,379.480988,370.537994,377.912994,240.898438,559720
2013-08-23,376.625000,377.243988,372.825012,374.812012,238.921783,224048
2013-08-26,376.875000,380.819000,376.000000,378.819000,241.475983,447928
2013-08-27,378.750000,384.924988,378.750000,382.263000,243.671326,550600
2013-08-28,380.875000,391.112000,380.875000,390.037994,248.627426,1181488
2013-08-29,381.875000,390.625000,381.875000,388.625000,247.726746,940552
2013-08-30,386.375000,390.450012,379.875000,387.537994,247.033875,618976
2013-09-02,383.250000,390.500000,383.250000,384.669006,245.205017,485696
2013-09-03,384.250000,386.625000,377.500000,379.230988,241.738647,332456
2013-09-04,381.250000,392.437988,381.250000,388.237000,247.479416,793552
2013-09-05,385.194000,386.250000,374.625000,375.337006,239.256409,451296
2013-09-06,375.000000,383.519012,375.000000,377.605988,240.702744,856800
2013-09-10,379.000000,396.250000,379.000000,393.837006,251.049103,1812496
2013-09-11,393.750000,396.587006,388.500000,390.069000,248.647202,678848
2013-09-12,388.750000,389.968994,380.750000,383.013000,244.149399,376640
2013-09-13,381.875000,382.513000,376.625000,378.531006,241.292374,434664
2013-09-16,378.500000,381.125000,372.500000,374.037994,238.428329,352304
2013-09-17,376.875000,378.631012,374.000000,377.919006,240.902267,285192
2013-09-18,377.625000,378.375000,375.125000,376.962006,240.292282,686016
2013-09-19,376.250000,379.750000,375.000000,377.431000,240.591202,976640
2013-09-20,376.125000,378.875000,373.138000,374.444000,238.687195,362232
2013-09-23,374.444000,380.250000,374.444000,377.330994,240.527512,596848
2013-09-24,377.250000,378.750000,374.750000,376.850006,240.220840,505248
2013-09-25,378.500000,379.375000,374.362000,375.975006,239.663086,197408
2013-09-26,377.875000,379.355988,375.306000,376.669006,240.105499,1179672
2013-09-27,376.875000,381.355988,373.899994,375.799988,239.551559,291688
2013-09-30,376.375000,381.763000,375.263000,376.931000,240.272522,250944
2013-10-01,377.750000,379.718994,374.250000,376.837006,240.212585,301104
2013-10-03,377.500000,381.062012,377.500000,379.850006,242.133179,1646656
2013-10-04,379.375000,379.375000,375.687988,376.931000,240.272522,529568
2013-10-07,377.000000,380.556000,376.125000,377.444000,240.599503,1086424
2013-10-08,380.625000,381.250000,377.937988,379.049988,241.623199,1295256
2013-10-09,379.500000,390.894012,376.250000,388.444000,247.611420,1806616
2013-10-10,391.250000,394.375000,386.524994,390.519012,248.934082,1851312
2013-10-11,415.000000,420.000000,394.705994,409.237000,260.865784,6482728
2013-10-14,406.875000,416.769012,406.875000,415.437988,264.818481,1640520
2013-10-15,415.125000,419.625000,414.000000,418.537994,266.794617,925048
2013-10-17,415.125000,419.000000,407.412994,408.763000,273.639587,601640
2013-10-18,408.750000,415.187988,407.580994,414.519012,277.492828,488520
2013-10-21,415.625000,421.394012,408.544006,416.993988,279.149719,476664
2013-10-22,417.500000,420.375000,415.674988,416.843994,279.049255,569056
2013-10-23,414.375000,416.205994,409.750000,415.519012,278.162323,333568
2013-10-24,413.674988,421.500000,411.513000,413.730988,276.965271,494120
2013-10-25,414.375000,418.500000,413.000000,416.375000,278.735260,555896
2013-10-28,415.000000,416.700012,412.125000,415.480988,278.136871,258392
2013-10-29,415.000000,420.243988,413.080994,416.862000,279.061371,777632
2013-10-30,414.375000,417.006012,413.625000,415.500000,278.149536,188920
2013-10-31,412.750000,415.794006,411.388000,413.580994,276.864960,373456
2013-11-01,413.112000,414.006012,408.950012,409.843994,274.363220,255096
2013-11-05,405.750000,411.250000,404.250000,408.118988,273.208435,257008
2013-11-06,409.375000,413.819000,409.375000,413.237000,276.634613,170368
2013-11-07,415.125000,424.899994,414.500000,419.894012,281.091034,651080
2013-11-08,417.500000,423.625000,417.500000,419.687988,280.953125,414792
2013-11-11,418.625000,424.388000,418.487000,420.388000,281.421783,685408
2013-11-12,419.406006,421.743988,416.287994,417.419006,279.434235,635800
2013-11-13,415.000000,419.862000,415.000000,416.737000,278.977600,373896
2013-11-14,419.125000,421.806000,418.750000,419.225006,280.643219,292304
2013-11-18,422.537994,426.250000,422.537994,425.037994,284.534576,549504
2013-11-19,425.125000,430.987000,424.894012,430.450012,288.157623,578200
2013-11-20,427.500000,430.000000,424.375000,425.299988,284.710022,234288
2013-11-21,425.250000,425.250000,414.506012,418.419006,280.103638,368064
2013-11-22,415.638000,421.562012,415.638000,418.662994,280.266968,233392
2013-11-25,418.625000,422.394012,413.687988,415.950012,278.450806,958416
2013-11-26,414.375000,418.556000,411.656006,414.868988,277.727173,636552
2013-11-27,415.000000,416.625000,411.250000,411.955994,275.777100,144912
2013-11-28,412.125000,416.618988,406.375000,415.493988,278.145508,5930520
2013-11-29,413.750000,420.750000,413.750000,419.187988,280.618408,361016
2013-12-02,419.250000,421.737000,416.049988,417.306000,279.358612,436856
2013-12-03,415.500000,419.924988,415.500000,418.556000,280.195343,691616
2013-12-04,418.625000,423.287994,417.350006,420.625000,281.580444,531336
2013-12-05,421.912994,424.580994,418.093994,418.894012,280.421600,367472
2013-12-06,418.750000,418.750000,415.000000,415.825012,278.367096,1148552
2013-12-09,418.750000,423.000000,415.312012,417.181000,279.274872,233248
2013-12-10,413.750000,423.705994,413.750000,421.287994,282.024231,627960
2013-12-11,420.125000,422.375000,417.750000,421.424988,282.115906,683936
2013-12-12,421.250000,423.144012,418.750000,420.424988,281.446503,237896
2013-12-13,419.000000,422.500000,418.125000,421.730988,282.320801,479264
2013-12-16,421.250000,432.500000,419.325012,431.230988,288.680389,1017992
2013-12-17,430.544006,435.399994,430.544006,432.056000,289.232666,848608
2013-12-18,431.312012,433.750000,431.000000,432.225006,289.345856,567848
2013-12-19,432.375000,442.500000,431.975006,439.306000,294.086121,667448
2013-12-20,438.625000,446.237000,438.625000,444.037994,297.253876,536208
2013-12-23,437.750000,442.274994,432.875000,433.580994,290.253601,602592
2013-12-24,435.500000,437.750000,433.174988,435.794006,291.735016,562904
2013-12-26,435.625000,441.250000,435.263000,439.444000,294.178497,437424
2013-12-27,441.375000,446.250000,440.669006,445.281006,298.085968,684040
2013-12-30,444.500000,446.875000,434.649994,437.705994,293.014984,612376
2013-12-31,438.125000,439.975006,435.000000,435.687988,291.664093,343776
2014-01-01,436.375000,437.125000,432.674988,433.299988,290.065521,188704
2014-01-02,433.299988,438.424988,433.118988,434.343994,290.764404,293352
2014-01-03,433.875000,446.506012,432.000000,445.681000,298.353699,638312
2014-01-06,447.500000,447.625000,433.750000,439.274994,294.065338,588096
2014-01-07,438.750000,440.281006,430.875000,432.174988,289.312347,321008
2014-01-08,433.250000,434.250000,427.605988,428.562012,286.893707,335448
2014-01-09,429.450012,435.243988,427.162994,431.381012,288.780792,728792
2014-01-10,436.750000,446.899994,431.125000,443.612000,296.968658,3959960
2014-01-13,446.500000,459.299988,446.500000,458.212006,306.742401,1606272
2014-01-14,454.500000,462.162994,454.500000,461.105988,308.679718,471992
2014-01-15,460.638000,465.388000,459.750000,463.819000,310.495880,1099544
2014-01-16,463.000000,467.125000,461.875000,465.587006,311.679474,1296312
2014-01-17,465.625000,469.987000,465.388000,466.006012,311.959961,1105280
2014-01-20,464.000000,470.000000,463.000000,468.737000,313.788208,1470296
2014-01-21,468.125000,471.312012,465.000000,469.455994,314.269531,546848
2014-01-22,466.875000,471.875000,466.875000,470.888000,315.228088,291344
